RevisionColumn,periods,Units,GenderID,LFS_DuratUnempl,ValueColumn
"r_2","2012Q1","1000cp","1","4","85.3"
"r_2","2012Q1","1000cp","2","4","52.8"
"r_2","2012Q2","1000cp","0","0","409.5"
"r_2","2012Q2","1000cp","1","0","242.7"
"r_2","2012Q2","1000cp","2","0","166.8"
"r_2","2012Q2","1000cp","0","1","108.7"
"r_2","2012Q2","1000cp","1","1","62.6"
"r_2","2012Q2","1000cp","2","1","46"
"r_2","2012Q2","1000cp","0","2","73"
"r_2","2012Q2","1000cp","1","2","44.1"
"r_2","2012Q2","1000cp","2","2","28.9"
"r_2","2012Q2","1000cp","0","3","95.6"
"r_2","2012Q2","1000cp","1","3","57.6"
"r_2","2012Q2","1000cp","2","3","38"
"r_2","2012Q2","1000cp","0","4","132.2"
"r_2","2012Q2","1000cp","1","4","78.3"
"r_2","2012Q2","1000cp","2","4","53.9"
"r_2","2012Q3","1000cp","0","0","393.2"
"r_2","2012Q3","1000cp","1","0","231.5"
"r_2","2012Q3","1000cp","2","0","161.8"
"r_2","2012Q3","1000cp","0","1","98.5"
"r_2","2012Q3","1000cp","1","1","57.6"
"r_2","2012Q3","1000cp","2","1","40.9"
"r_2","2012Q3","1000cp","0","2","73.1"
"r_2","2012Q3","1000cp","1","2","42.6"
"r_2","2012Q3","1000cp","2","2","30.5"
"r_2","2012Q3","1000cp","0","3","89.5"
"r_2","2012Q3","1000cp","1","3","52.7"
"r_2","2012Q3","1000cp","2","3","36.8"
"r_2","2012Q3","1000cp","0","4","132.2"
"r_2","2012Q3","1000cp","1","4","78.7"
"r_2","2012Q3","1000cp","2","4","53.6"
"r_2","2012Q4","1000cp","0","0","417.3"
"r_2","2012Q4","1000cp","1","0","237.8"
"r_2","2012Q4","1000cp","2","0","179.5"
"r_2","2012Q4","1000cp","0","1","117.8"
"r_2","2012Q4","1000cp","1","1","62.7"
"r_2","2012Q4","1000cp","2","1","55.1"
"r_2","2012Q4","1000cp","0","2","69.4"
"r_2","2012Q4","1000cp","1","2","36.6"
"r_2","2012Q4","1000cp","2","2","32.7"
"r_2","2012Q4","1000cp","0","3","82.3"
"r_2","2012Q4","1000cp","1","3","49"
"r_2","2012Q4","1000cp","2","3","33.3"
"r_2","2012Q4","1000cp","0","4","147.7"
"r_2","2012Q4","1000cp","1","4","89.4"
"r_2","2012Q4","1000cp","2","4","58.3"
"r_2","2013Q1","1000cp","0","0","456.4"
"r_2","2013Q1","1000cp","1","0","267.5"
"r_2","2013Q1","1000cp","2","0","188.8"
"r_2","2013Q1","1000cp","0","1","132.7"
"r_2","2013Q1","1000cp","1","1","75.5"
"r_2","2013Q1","1000cp","2","1","57.2"
"r_2","2013Q1","1000cp","0","2","72.8"
"r_2","2013Q1","1000cp","1","2","39.1"
"r_2","2013Q1","1000cp","2","2","33.7"
"r_2","2013Q1","1000cp","0","3","93.6"
"r_2","2013Q1","1000cp","1","3","56.8"
"r_2","2013Q1","1000cp","2","3","36.9"
"r_2","2013Q1","1000cp","0","4","157.2"
"r_2","2013Q1","1000cp","1","4","96.1"
"r_2","2013Q1","1000cp","2","4","61.1"
"r_2","2013Q2","1000cp","0","0","437.3"
"r_2","2013Q2","1000cp","1","0","251.7"
"r_2","2013Q2","1000cp","2","0","185.6"
"r_2","2013Q2","1000cp","0","1","110.5"
"r_2","2013Q2","1000cp","1","1","61.4"
"r_2","2013Q2","1000cp","2","1","49.1"
"r_2","2013Q2","1000cp","0","2","83"
"r_2","2013Q2","1000cp","1","2","46.3"
"r_2","2013Q2","1000cp","2","2","36.7"
"r_2","2013Q2","1000cp","0","3","95.9"
"r_2","2013Q2","1000cp","1","3","54.5"
"r_2","2013Q2","1000cp","2","3","41.5"
"r_2","2013Q2","1000cp","0","4","147.9"
"r_2","2013Q2","1000cp","1","4","89.6"
"r_2","2013Q2","1000cp","2","4","58.3"
"r_2","2013Q3","1000cp","0","0","411.6"
"r_2","2013Q3","1000cp","1","0","230.3"
"r_2","2013Q3","1000cp","2","0","181.3"
"r_2","2013Q3","1000cp","0","1","99.7"
"r_2","2013Q3","1000cp","1","1","55.5"
"r_2","2013Q3","1000cp","2","1","44.1"
"r_2","2013Q3","1000cp","0","2","68.9"
"r_2","2013Q3","1000cp","1","2","37.6"
"r_2","2013Q3","1000cp","2","2","31.3"
"r_2","2013Q3","1000cp","0","3","87"
"r_2","2013Q3","1000cp","1","3","46.9"
"r_2","2013Q3","1000cp","2","3","40.1"
"r_2","2013Q3","1000cp","0","4","156"
"r_2","2013Q3","1000cp","1","4","90.2"
"r_2","2013Q3","1000cp","2","4","65.8"
"r_2","2013Q4","1000cp","0","0","439.8"
"r_2","2013Q4","1000cp","1","0","249.5"
"r_2","2013Q4","1000cp","2","0","190.3"
"r_2","2013Q4","1000cp","0","1","117.5"
"r_2","2013Q4","1000cp","1","1","63.8"
"r_2","2013Q4","1000cp","2","1","53.7"
"r_2","2013Q4","1000cp","0","2","58.7"
"r_2","2013Q4","1000cp","1","2","36.2"
"r_2","2013Q4","1000cp","2","2","22.4"
"r_2","2013Q4","1000cp","0","3","97.9"
"r_2","2013Q4","1000cp","1","3","52.6"
"r_2","2013Q4","1000cp","2","3","45.2"
"r_2","2013Q4","1000cp","0","4","165.8"
"r_2","2013Q4","1000cp","1","4","96.9"
"r_2","2013Q4","1000cp","2","4","69"
"r_2","2014Q1","1000cp","0","0","433"
"r_2","2014Q1","1000cp","1","0","247.1"
"r_2","2014Q1","1000cp","2","0","185.8"
"r_2","2014Q1","1000cp","0","1","117.8"
"r_2","2014Q1","1000cp","1","1","66"
"r_2","2014Q1","1000cp","2","1","51.7"
"r_2","2014Q1","1000cp","0","2","60.4"
"r_2","2014Q1","1000cp","1","2","31.1"
"r_2","2014Q1","1000cp","2","2","29.3"
"r_2","2014Q1","1000cp","0","3","95.3"
"r_2","2014Q1","1000cp","1","3","57.1"
"r_2","2014Q1","1000cp","2","3","38.3"
"r_2","2014Q1","1000cp","0","4","159.5"
"r_2","2014Q1","1000cp","1","4","92.9"
"r_2","2014Q1","1000cp","2","4","66.5"
"r_2","2014Q2","1000cp","0","0","381.8"
"r_2","2014Q2","1000cp","1","0","224"
"r_2","2014Q2","1000cp","2","0","157.8"
"r_2","2014Q2","1000cp","0","1","84.9"
"r_2","2014Q2","1000cp","1","1","49.7"
"r_2","2014Q2","1000cp","2","1","35.2"
"r_2","2014Q2","1000cp","0","2","74.7"
"r_2","2014Q2","1000cp","1","2","42.9"
"r_2","2014Q2","1000cp","2","2","31.8"
"r_2","2014Q2","1000cp","0","3","83.3"
"r_2","2014Q2","1000cp","1","3","48.8"
"r_2","2014Q2","1000cp","2","3","34.5"
"r_2","2014Q2","1000cp","0","4","138.8"
"r_2","2014Q2","1000cp","1","4","82.7"
"r_2","2014Q2","1000cp","2","4","56.2"
"r_2","2014Q3","1000cp","0","0","368.8"
"r_2","2014Q3","1000cp","1","0","211.6"
"r_2","2014Q3","1000cp","2","0","157.2"
"r_2","2014Q3","1000cp","0","1","80.5"
"r_2","2014Q3","1000cp","1","1","44.5"
"r_2","2014Q3","1000cp","2","1","36"
"r_2","2014Q3","1000cp","0","2","62.1"
"r_2","2014Q3","1000cp","1","2","31.8"
"r_2","2014Q3","1000cp","2","2","30.3"
"r_2","2014Q3","1000cp","0","3","79.8"
"r_2","2014Q3","1000cp","1","3","47.7"
"r_2","2014Q3","1000cp","2","3","32.1"
"r_2","2014Q3","1000cp","0","4","146.4"
"r_2","2014Q3","1000cp","1","4","87.6"
"r_2","2014Q3","1000cp","2","4","58.8"
"r_2","2014Q4","1000cp","0","0","354.5"
"r_2","2014Q4","1000cp","1","0","203"
"r_2","2014Q4","1000cp","2","0","151.5"
"r_2","2014Q4","1000cp","0","1","78.7"
"r_2","2014Q4","1000cp","1","1","42.8"
"r_2","2014Q4","1000cp","2","1","35.9"
"r_2","2014Q4","1000cp","0","2","49.1"
"r_2","2014Q4","1000cp","1","2","23.8"
"r_2","2014Q4","1000cp","2","2","25.3"
"r_2","2014Q4","1000cp","0","3","82.2"
"r_2","2014Q4","1000cp","1","3","50.6"
"r_2","2014Q4","1000cp","2","3","31.6"
"r_2","2014Q4","1000cp","0","4","144.5"
"r_2","2014Q4","1000cp","1","4","85.8"
"r_2","2014Q4","1000cp","2","4","58.7"
"r_2","2015Q1","1000cp","0","0","349.2"
"r_2","2015Q1","1000cp","1","0","200.4"
"r_2","2015Q1","1000cp","2","0","148.9"
"r_2","2015Q1","1000cp","0","1","93.6"
"r_2","2015Q1","1000cp","1","1","55.3"
"r_2","2015Q1","1000cp","2","1","38.3"
"r_2","2015Q1","1000cp","0","2","48.8"
"r_2","2015Q1","1000cp","1","2","26.6"
"r_2","2015Q1","1000cp","2","2","22.2"
"r_2","2015Q1","1000cp","0","3","73.4"
"r_2","2015Q1","1000cp","1","3","39"
"r_2","2015Q1","1000cp","2","3","34.4"
"r_2","2015Q1","1000cp","0","4","133.4"
"r_2","2015Q1","1000cp","1","4","79.5"
"r_2","2015Q1","1000cp","2","4","53.9"
"r_2","2015Q2","1000cp","0","0","330.9"
"r_2","2015Q2","1000cp","1","0","195"
"r_2","2015Q2","1000cp","2","0","135.9"
"r_2","2015Q2","1000cp","0","1","61.7"
"r_2","2015Q2","1000cp","1","1","35.4"
"r_2","2015Q2","1000cp","2","1","26.2"
"r_2","2015Q2","1000cp","0","2","60.4"
"r_2","2015Q2","1000cp","1","2","34"
"r_2","2015Q2","1000cp","2","2","26.4"
"r_2","2015Q2","1000cp","0","3","73.7"
"r_2","2015Q2","1000cp","1","3","46.4"
"r_2","2015Q2","1000cp","2","3","27.3"
"r_2","2015Q2","1000cp","0","4","135.1"
"r_2","2015Q2","1000cp","1","4","79.1"
"r_2","2015Q2","1000cp","2","4","56"
"r_2","2015Q3","1000cp","0","0","279.3"
"r_2","2015Q3","1000cp","1","0","159.1"
"r_2","2015Q3","1000cp","2","0","120.1"
"r_2","2015Q3","1000cp","0","1","60.2"
"r_2","2015Q3","1000cp","1","1","32.5"
"r_2","2015Q3","1000cp","2","1","27.7"
"r_2","2015Q3","1000cp","0","2","43.1"
"r_2","2015Q3","1000cp","1","2","23.6"
"r_2","2015Q3","1000cp","2","2","19.5"
"r_2","2015Q3","1000cp","0","3","55.4"
"r_2","2015Q3","1000cp","1","3","34.2"
"r_2","2015Q3","1000cp","2","3","21.2"
"r_2","2015Q3","1000cp","0","4","120.6"
"r_2","2015Q3","1000cp","1","4","68.9"
"r_2","2015Q3","1000cp","2","4","51.7"
"r_2","2015Q4","1000cp","0","0","261"
"r_2","2015Q4","1000cp","1","0","142.4"
"r_2","2015Q4","1000cp","2","0","118.7"
"r_2","2015Q4","1000cp","0","1","73"
"r_2","2015Q4","1000cp","1","1","37.3"
"r_2","2015Q4","1000cp","2","1","35.6"
"r_2","2015Q4","1000cp","0","2","31.7"
"r_2","2015Q4","1000cp","1","2","17.2"
"r_2","2015Q4","1000cp","2","2","14.5"
"r_2","2015Q4","1000cp","0","3","53"
"r_2","2015Q4","1000cp","1","3","30.4"
"r_2","2015Q4","1000cp","2","3","22.6"
"r_2","2015Q4","1000cp","0","4","103.3"
"r_2","2015Q4","1000cp","1","4","57.4"
"r_2","2015Q4","1000cp","2","4","45.9"
"r_3","2016Q1","1000cp","0","0","279.6"
"r_3","2016Q1","1000cp","1","0","162.7"
"r_3","2016Q1","1000cp","2","0","116.9"
"r_3","2016Q1","1000cp","0","1","87.1"
"r_3","2016Q1","1000cp","1","1","53.8"
"r_3","2016Q1","1000cp","2","1","33.4"
"r_3","2016Q1","1000cp","0","2","35.7"
"r_3","2016Q1","1000cp","1","2","19.9"
"r_3","2016Q1","1000cp","2","2","15.8"
"r_3","2016Q1","1000cp","0","3","51.5"
"r_3","2016Q1","1000cp","1","3","29.8"
"r_3","2016Q1","1000cp","2","3","21.7"
"r_3","2016Q1","1000cp","0","4","105.2"
"r_3","2016Q1","1000cp","1","4","59.2"
"r_3","2016Q1","1000cp","2","4","46"
"r_4","2016Q2","1000cp","0","0","265.6"
"r_4","2016Q2","1000cp","1","0","155.7"
"r_4","2016Q2","1000cp","2","0","109.9"
"r_4","2016Q2","1000cp","0","1","57.4"
"r_4","2016Q2","1000cp","1","1","33.2"
"r_4","2016Q2","1000cp","2","1","24.1"
"r_4","2016Q2","1000cp","0","2","47.1"
"r_4","2016Q2","1000cp","1","2","28.3"
"r_4","2016Q2","1000cp","2","2","18.9"
"r_4","2016Q2","1000cp","0","3","49.3"
"r_4","2016Q2","1000cp","1","3","29.9"
"r_4","2016Q2","1000cp","2","3","19.4"
"r_4","2016Q2","1000cp","0","4","111.7"
"r_4","2016Q2","1000cp","1","4","64.3"
"r_4","2016Q2","1000cp","2","4","47.5"
"r_5","2016Q3","1000cp","0","0","229"
"r_5","2016Q3","1000cp","1","0","130.1"
"r_5","2016Q3","1000cp","2","0","98.9"
"r_5","2016Q3","1000cp","0","1","51"
"r_5","2016Q3","1000cp","1","1","29.3"
"r_5","2016Q3","1000cp","2","1","21.6"
"r_5","2016Q3","1000cp","0","2","35.6"
"r_5","2016Q3","1000cp","1","2","17.7"
"r_5","2016Q3","1000cp","2","2","17.9"
"r_5","2016Q3","1000cp","0","3","45.3"
"r_5","2016Q3","1000cp","1","3","26.2"
"r_5","2016Q3","1000cp","2","3","19"
"r_5","2016Q3","1000cp","0","4","97.1"
"r_5","2016Q3","1000cp","1","4","56.8"
"r_5","2016Q3","1000cp","2","4","40.3"
"r_6","2016Q4","1000cp","0","0","214.9"
"r_6","2016Q4","1000cp","1","0","118.3"
"r_6","2016Q4","1000cp","2","0","96.6"
"r_6","2016Q4","1000cp","0","1","65.3"
"r_6","2016Q4","1000cp","1","1","34.7"
"r_6","2016Q4","1000cp","2","1","30.6"
"r_6","2016Q4","1000cp","0","2","25.2"
"r_6","2016Q4","1000cp","1","2","14.1"
"r_6","2016Q4","1000cp","2","2","11.1"
"r_6","2016Q4","1000cp","0","3","43.3"
"r_6","2016Q4","1000cp","1","3","22.4"
"r_6","2016Q4","1000cp","2","3","20.9"
"r_6","2016Q4","1000cp","0","4","81.1"
"r_6","2016Q4","1000cp","1","4","47"
"r_6","2016Q4","1000cp","2","4","34"
"r_7","2017Q1","1000cp","0","0","224.4"
"r_7","2017Q1","1000cp","1","0","119"
"r_7","2017Q1","1000cp","2","0","105.4"
"r_7","2017Q1","1000cp","0","1","69.9"
"r_7","2017Q1","1000cp","1","1","37"
"r_7","2017Q1","1000cp","2","1","32.9"
"r_7","2017Q1","1000cp","0","2","32.4"
"r_7","2017Q1","1000cp","1","2","13.9"
"r_7","2017Q1","1000cp","2","2","18.5"
"r_7","2017Q1","1000cp","0","3","42"
"r_7","2017Q1","1000cp","1","3","25.5"
"r_7","2017Q1","1000cp","2","3","16.5"
"r_7","2017Q1","1000cp","0","4","80.2"
"r_7","2017Q1","1000cp","1","4","42.6"
"r_7","2017Q1","1000cp","2","4","37.6"
"r_8","2017Q2","1000cp","0","0","213.9"
"r_8","2017Q2","1000cp","1","0","123.9"
"r_8","2017Q2","1000cp","2","0","90"
"r_8","2017Q2","1000cp","0","1","53.9"
"r_8","2017Q2","1000cp","1","1","30.5"
"r_8","2017Q2","1000cp","2","1","23.5"
"r_8","2017Q2","1000cp","0","2","41.6"
"r_8","2017Q2","1000cp","1","2","20.3"
"r_8","2017Q2","1000cp","2","2","21.3"
"r_8","2017Q2","1000cp","0","3","40.6"
"r_8","2017Q2","1000cp","1","3","27.4"
"r_8","2017Q2","1000cp","2","3","13.2"
"r_8","2017Q2","1000cp","0","4","77.7"
"r_8","2017Q2","1000cp","1","4","45.8"
"r_8","2017Q2","1000cp","2","4","32"
"r_9","2017Q3","1000cp","0","0","200.2"
"r_9","2017Q3","1000cp","1","0","112.4"
"r_9","2017Q3","1000cp","2","0","87.8"
"r_9","2017Q3","1000cp","0","1","54.6"
"r_9","2017Q3","1000cp","1","1","32.2"
"r_9","2017Q3","1000cp","2","1","22.4"
"r_9","2017Q3","1000cp","0","2","36"
"r_9","2017Q3","1000cp","1","2","20.6"
"r_9","2017Q3","1000cp","2","2","15.4"
"r_9","2017Q3","1000cp","0","3","34.2"
"r_9","2017Q3","1000cp","1","3","19.5"
"r_9","2017Q3","1000cp","2","3","14.7"
"r_9","2017Q3","1000cp","0","4","75.4"
"r_9","2017Q3","1000cp","1","4","40.1"
"r_9","2017Q3","1000cp","2","4","35.3"
"r_10","2017Q4","1000cp","0","0","189.3"
"r_10","2017Q4","1000cp","1","0","101.4"
"r_10","2017Q4","1000cp","2","0","87.9"
"r_10","2017Q4","1000cp","0","1","60"
"r_10","2017Q4","1000cp","1","1","30.5"
"r_10","2017Q4","1000cp","2","1","29.5"
"r_10","2017Q4","1000cp","0","2","24.1"
"r_10","2017Q4","1000cp","1","2","13.5"
"r_10","2017Q4","1000cp","2","2","10.6"
"r_10","2017Q4","1000cp","0","3","36.6"
"r_10","2017Q4","1000cp","1","3","19.8"
"r_10","2017Q4","1000cp","2","3","16.7"
"r_10","2017Q4","1000cp","0","4","68.6"
"r_10","2017Q4","1000cp","1","4","37.5"
"r_10","2017Q4","1000cp","2","4","31.1"
"r_11","2018Q1","1000cp","0","0","188.7"
"r_11","2018Q1","1000cp","1","0","111.7"
"r_11","2018Q1","1000cp","2","0","77.1"
"r_11","2018Q1","1000cp","0","1","65"
"r_11","2018Q1","1000cp","1","1","36.4"
"r_11","2018Q1","1000cp","2","1","28.6"
"r_11","2018Q1","1000cp","0","2","24.8"
"r_11","2018Q1","1000cp","1","2","14.1"
"r_11","2018Q1","1000cp","2","2","10.7"
"r_11","2018Q1","1000cp","0","3","31.4"
"r_11","2018Q1","1000cp","1","3","18.7"
"r_11","2018Q1","1000cp","2","3","12.7"
"r_11","2018Q1","1000cp","0","4","67.5"
"r_11","2018Q1","1000cp","1","4","42.4"
"r_11","2018Q1","1000cp","2","4","25.1"
"r_12","2018Q2","1000cp","0","0","182.2"
"r_12","2018Q2","1000cp","1","0","109.8"
"r_12","2018Q2","1000cp","2","0","72.4"
"r_12","2018Q2","1000cp","0","1","43"
"r_12","2018Q2","1000cp","1","1","25.4"
"r_12","2018Q2","1000cp","2","1","17.6"
"r_12","2018Q2","1000cp","0","2","32.8"
"r_12","2018Q2","1000cp","1","2","17.7"
"r_12","2018Q2","1000cp","2","2","15.2"
"r_12","2018Q2","1000cp","0","3","39.4"
"r_12","2018Q2","1000cp","1","3","23.7"
"r_12","2018Q2","1000cp","2","3","15.7"
"r_12","2018Q2","1000cp","0","4","67"
"r_12","2018Q2","1000cp","1","4","43"
"r_12","2018Q2","1000cp","2","4","24"
"r_13","2018Q3","1000cp","0","0","168.3"
"r_13","2018Q3","1000cp","1","0","97.2"
"r_13","2018Q3","1000cp","2","0","71.1"
"r_13","2018Q3","1000cp","0","1","36.8"
"r_13","2018Q3","1000cp","1","1","20.3"
"r_13","2018Q3","1000cp","2","1","16.4"
"r_13","2018Q3","1000cp","0","2","26.3"
"r_13","2018Q3","1000cp","1","2","15"
"r_13","2018Q3","1000cp","2","2","11.3"
"r_13","2018Q3","1000cp","0","3","39.5"
"r_13","2018Q3","1000cp","1","3","21.3"
"r_13","2018Q3","1000cp","2","3","18.2"
"r_13","2018Q3","1000cp","0","4","65.8"
"r_13","2018Q3","1000cp","1","4","40.5"
"r_13","2018Q3","1000cp","2","4","25.2"
"r_14","2018Q4","1000cp","0","0","154.1"
"r_14","2018Q4","1000cp","1","0","88.2"
"r_14","2018Q4","1000cp","2","0","65.9"
"r_14","2018Q4","1000cp","0","1","39.7"
"r_14","2018Q4","1000cp","1","1","22.9"
"r_14","2018Q4","1000cp","2","1","16.8"
"r_14","2018Q4","1000cp","0","2","18.7"
"r_14","2018Q4","1000cp","1","2","10.2"
"r_14","2018Q4","1000cp","2","2","8.5"
"r_14","2018Q4","1000cp","0","3","37.2"
"r_14","2018Q4","1000cp","1","3","21.1"
"r_14","2018Q4","1000cp","2","3","16.1"
"r_14","2018Q4","1000cp","0","4","58.5"
"r_14","2018Q4","1000cp","1","4","34"
"r_14","2018Q4","1000cp","2","4","24.4"
"r_15","2019Q1","1000cp","0","0","165.3"
"r_15","2019Q1","1000cp","1","0","95"
"r_15","2019Q1","1000cp","2","0","70.3"
"r_15","2019Q1","1000cp","0","1","57.8"
"r_15","2019Q1","1000cp","1","1","33.1"
"r_15","2019Q1","1000cp","2","1","24.7"
"r_15","2019Q1","1000cp","0","2","20"
"r_15","2019Q1","1000cp","1","2","10.2"
"r_15","2019Q1","1000cp","2","2","9.8"
"r_15","2019Q1","1000cp","0","3","32.5"
"r_15","2019Q1","1000cp","1","3","19.8"
"r_15","2019Q1","1000cp","2","3","12.6"
"r_15","2019Q1","1000cp","0","4","55.1"
"r_15","2019Q1","1000cp","1","4","31.9"
"r_15","2019Q1","1000cp","2","4","23.2"
"r_16","2019Q2","1000cp","0","0","142"
"r_16","2019Q2","1000cp","1","0","82.7"
"r_16","2019Q2","1000cp","2","0","59.3"
"r_16","2019Q2","1000cp","0","1","34.6"
"r_16","2019Q2","1000cp","1","1","21.2"
"r_16","2019Q2","1000cp","2","1","13.4"
"r_16","2019Q2","1000cp","0","2","22.8"
"r_16","2019Q2","1000cp","1","2","11.6"
"r_16","2019Q2","1000cp","2","2","11.3"
"r_16","2019Q2","1000cp","0","3","28.3"
"r_16","2019Q2","1000cp","1","3","15.3"
"r_16","2019Q2","1000cp","2","3","13"
"r_16","2019Q2","1000cp","0","4","56.2"
"r_16","2019Q2","1000cp","1","4","34.6"
"r_16","2019Q2","1000cp","2","4","21.6"
"r_17","2019Q3","1000cp","0","0","125.4"
"r_17","2019Q3","1000cp","1","0","70.9"
"r_17","2019Q3","1000cp","2","0","54.5"
"r_17","2019Q3","1000cp","0","1","30.6"
"r_17","2019Q3","1000cp","1","1","16.6"
"r_17","2019Q3","1000cp","2","1","14"
"r_17","2019Q3","1000cp","0","2","16.4"
"r_17","2019Q3","1000cp","1","2","8.7"
"r_17","2019Q3","1000cp","2","2","7.7"
"r_17","2019Q3","1000cp","0","3","24.7"
"r_17","2019Q3","1000cp","1","3","12.9"
"r_17","2019Q3","1000cp","2","3","11.8"
"r_17","2019Q3","1000cp","0","4","53.6"
"r_17","2019Q3","1000cp","1","4","32.7"
"r_17","2019Q3","1000cp","2","4","21"
"r_18","2019Q4","1000cp","0","0","138.5"
"r_18","2019Q4","1000cp","1","0","80.6"
"r_18","2019Q4","1000cp","2","0","57.9"
"r_18","2019Q4","1000cp","0","1","48.7"
"r_18","2019Q4","1000cp","1","1","29.9"
"r_18","2019Q4","1000cp","2","1","18.8"
"r_18","2019Q4","1000cp","0","2","16.2"
"r_18","2019Q4","1000cp","1","2","8.7"
"r_18","2019Q4","1000cp","2","2","7.5"
"r_18","2019Q4","1000cp","0","3","18.7"
"r_18","2019Q4","1000cp","1","3","9.2"
"r_18","2019Q4","1000cp","2","3","9.5"
"r_18","2019Q4","1000cp","0","4","54.8"
"r_18","2019Q4","1000cp","1","4","32.7"
"r_18","2019Q4","1000cp","2","4","22.1"
"r_19","2020Q1","1000cp","0","0","148.9"
"r_19","2020Q1","1000cp","1","0","86"
"r_19","2020Q1","1000cp","2","0","62.9"
"r_19","2020Q1","1000cp","0","1","59.7"
"r_19","2020Q1","1000cp","1","1","34.1"
"r_19","2020Q1","1000cp","2","1","25.6"
"r_19","2020Q1","1000cp","0","2","14.6"
"r_19","2020Q1","1000cp","1","2","(6.1)"
"r_19","2020Q1","1000cp","2","2","8.5"
"r_19","2020Q1","1000cp","0","3","28.2"
"r_19","2020Q1","1000cp","1","3","14.6"
"r_19","2020Q1","1000cp","2","3","13.7"
"r_19","2020Q1","1000cp","0","4","46.3"
"r_19","2020Q1","1000cp","1","4","31.2"
"r_19","2020Q1","1000cp","2","4","15.1"
"r_20","2020Q2","1000cp","0","0","192.2"
"r_20","2020Q2","1000cp","1","0","108.1"
"r_20","2020Q2","1000cp","2","0","84.1"
"r_20","2020Q2","1000cp","0","1","91.4"
"r_20","2020Q2","1000cp","1","1","45.1"
"r_20","2020Q2","1000cp","2","1","46.3"
"r_20","2020Q2","1000cp","0","2","28.6"
"r_20","2020Q2","1000cp","1","2","16.7"
"r_20","2020Q2","1000cp","2","2","11.9"
"r_20","2020Q2","1000cp","0","3","27.1"
"r_20","2020Q2","1000cp","1","3","15.6"
"r_20","2020Q2","1000cp","2","3","11.5"
"r_20","2020Q2","1000cp","0","4","45.1"
"r_20","2020Q2","1000cp","1","4","30.7"
"r_20","2020Q2","1000cp","2","4","14.4"
"r_21","2020Q3","1000cp","0","0","160.4"
"r_21","2020Q3","1000cp","1","0","95.4"
"r_21","2020Q3","1000cp","2","0","65"
"r_21","2020Q3","1000cp","0","1","52.7"
"r_21","2020Q3","1000cp","1","1","30.9"
"r_21","2020Q3","1000cp","2","1","21.8"
"r_21","2020Q3","1000cp","0","2","36"
"r_21","2020Q3","1000cp","1","2","22"
"r_21","2020Q3","1000cp","2","2","13.9"
"r_21","2020Q3","1000cp","0","3","23.5"
"r_21","2020Q3","1000cp","1","3","13.6"
"r_21","2020Q3","1000cp","2","3","9.8"
"r_21","2020Q3","1000cp","0","4","48.3"
"r_21","2020Q3","1000cp","1","4","28.8"
"r_21","2020Q3","1000cp","2","4","19.5"
"r_22","2020Q4","1000cp","0","0","173.1"
"r_22","2020Q4","1000cp","1","0","95.7"
"r_22","2020Q4","1000cp","2","0","77.4"
"r_22","2020Q4","1000cp","0","1","52"
"r_22","2020Q4","1000cp","1","1","27.5"
"r_22","2020Q4","1000cp","2","1","24.5"
"r_22","2020Q4","1000cp","0","2","36"
"r_22","2020Q4","1000cp","1","2","21"
"r_22","2020Q4","1000cp","2","2","15"
"r_22","2020Q4","1000cp","0","3","29.6"
"r_22","2020Q4","1000cp","1","3","14.6"
"r_22","2020Q4","1000cp","2","3","15"
"r_22","2020Q4","1000cp","0","4","55.5"
"r_22","2020Q4","1000cp","1","4","32.6"
"r_22","2020Q4","1000cp","2","4","22.9"
"r_31","2023Q1","1000cp","0","0","134.9"
"r_31","2023Q1","1000cp","1","0","72.8"
"r_31","2023Q1","1000cp","2","0","62.1"
"r_31","2023Q1","1000cp","0","1","43.9"
"r_31","2023Q1","1000cp","1","1","21.2"
"r_31","2023Q1","1000cp","2","1","22.8"
"r_31","2023Q1","1000cp","0","2","20.7"
"r_31","2023Q1","1000cp","1","2","9.4"
"r_31","2023Q1","1000cp","2","2","11.3"
"r_31","2023Q1","1000cp","0","3","23.3"
"r_31","2023Q1","1000cp","1","3","13.3"
"r_31","2023Q1","1000cp","2","3","10"
"r_31","2023Q1","1000cp","0","4","47"
"r_31","2023Q1","1000cp","1","4","29"
"r_31","2023Q1","1000cp","2","4","18"
"r_32","2023Q2","1000cp","0","0","141"
"r_32","2023Q2","1000cp","1","0","75.1"
"r_32","2023Q2","1000cp","2","0","65.9"
"r_32","2023Q2","1000cp","0","1","37.1"
"r_32","2023Q2","1000cp","1","1","18.2"
"r_32","2023Q2","1000cp","2","1","18.9"
"r_32","2023Q2","1000cp","0","2","30.1"
"r_32","2023Q2","1000cp","1","2","16.2"
"r_32","2023Q2","1000cp","2","2","13.9"
"r_32","2023Q2","1000cp","0","3","29.8"
"r_32","2023Q2","1000cp","1","3","17.2"
"r_32","2023Q2","1000cp","2","3","12.6"
"r_32","2023Q2","1000cp","0","4","44"
"r_32","2023Q2","1000cp","1","4","23.5"
"r_32","2023Q2","1000cp","2","4","20.5"
"r_33","2023Q3","1000cp","0","0","125"
"r_33","2023Q3","1000cp","1","0","69.9"
"r_33","2023Q3","1000cp","2","0","55.1"
"r_33","2023Q3","1000cp","0","1","37.6"
"r_33","2023Q3","1000cp","1","1","22.7"
"r_33","2023Q3","1000cp","2","1","14.9"
