RevisionColumn,Units,periods,GenderID,NACE2003A17Ext,ValueColumn
"r_1","1000cp","2004Q1","1","J","11.5"
"r_1","1000cp","2004Q1","2","J","23.4"
"r_1","1000cp","2004Q2","0","J","34.6"
"r_1","1000cp","2004Q2","1","J","10.9"
"r_1","1000cp","2004Q2","2","J","23.7"
"r_1","1000cp","2004Q3","0","J","36"
"r_1","1000cp","2004Q3","1","J","11"
"r_1","1000cp","2004Q3","2","J","25"
"r_1","1000cp","2004Q4","0","J","32.2"
"r_1","1000cp","2004Q4","1","J","10.7"
"r_1","1000cp","2004Q4","2","J","21.5"
"r_1","1000cp","2005Q1","0","J","35.2"
"r_1","1000cp","2005Q1","1","J","15.1"
"r_1","1000cp","2005Q1","2","J","20.1"
"r_1","1000cp","2005Q2","0","J","39"
"r_1","1000cp","2005Q2","1","J","17.5"
"r_1","1000cp","2005Q2","2","J","21.5"
"r_1","1000cp","2005Q3","0","J","40.1"
"r_1","1000cp","2005Q3","1","J","14.1"
"r_1","1000cp","2005Q3","2","J","26"
"r_1","1000cp","2005Q4","0","J","37"
"r_1","1000cp","2005Q4","1","J","10.4"
"r_1","1000cp","2005Q4","2","J","26.6"
"r_1","1000cp","2006Q1","0","J","29.2"
"r_1","1000cp","2006Q1","1","J","10.5"
"r_1","1000cp","2006Q1","2","J","18.8"
"r_1","1000cp","2006Q2","0","J","38.7"
"r_1","1000cp","2006Q2","1","J","14.3"
"r_1","1000cp","2006Q2","2","J","24.4"
"r_1","1000cp","2006Q3","0","J","44.2"
"r_1","1000cp","2006Q3","1","J","12.8"
"r_1","1000cp","2006Q3","2","J","31.3"
"r_1","1000cp","2006Q4","0","J","44.2"
"r_1","1000cp","2006Q4","1","J","13.1"
"r_1","1000cp","2006Q4","2","J","31.1"
"r_1","1000cp","2007Q1","0","J","44.5"
"r_1","1000cp","2007Q1","1","J","12.1"
"r_1","1000cp","2007Q1","2","J","32.4"
"r_1","1000cp","2007Q2","0","J","38.3"
"r_1","1000cp","2007Q2","1","J","10.4"
"r_1","1000cp","2007Q2","2","J","27.9"
"r_1","1000cp","2007Q3","0","J","41.4"
"r_1","1000cp","2007Q3","1","J","12.3"
"r_1","1000cp","2007Q3","2","J","29.1"
"r_1","1000cp","2007Q4","0","J","50.7"
"r_1","1000cp","2007Q4","1","J","15.3"
"r_1","1000cp","2007Q4","2","J","35.4"
"r_1","1000cp","2003Q1","0","K","112"
"r_1","1000cp","2003Q1","1","K","62.2"
"r_1","1000cp","2003Q1","2","K","49.8"
"r_1","1000cp","2003Q2","0","K","110.5"
"r_1","1000cp","2003Q2","1","K","63.9"
"r_1","1000cp","2003Q2","2","K","46.6"
"r_1","1000cp","2003Q3","0","K","117.8"
"r_1","1000cp","2003Q3","1","K","67.6"
"r_1","1000cp","2003Q3","2","K","50.2"
"r_1","1000cp","2003Q4","0","K","122.2"
"r_1","1000cp","2003Q4","1","K","65.6"
"r_1","1000cp","2003Q4","2","K","56.6"
"r_1","1000cp","2004Q1","0","K","122"
"r_1","1000cp","2004Q1","1","K","68.4"
"r_1","1000cp","2004Q1","2","K","53.7"
"r_1","1000cp","2004Q2","0","K","138.1"
"r_1","1000cp","2004Q2","1","K","78.3"
"r_1","1000cp","2004Q2","2","K","59.8"
"r_1","1000cp","2004Q3","0","K","133.3"
"r_1","1000cp","2004Q3","1","K","74.5"
"r_1","1000cp","2004Q3","2","K","58.8"
"r_1","1000cp","2004Q4","0","K","135.7"
"r_1","1000cp","2004Q4","1","K","78.6"
"r_1","1000cp","2004Q4","2","K","57.1"
"r_1","1000cp","2005Q1","0","K","135.5"
"r_1","1000cp","2005Q1","1","K","78.8"
"r_1","1000cp","2005Q1","2","K","56.7"
"r_1","1000cp","2005Q2","0","K","148.5"
"r_1","1000cp","2005Q2","1","K","86.5"
"r_1","1000cp","2005Q2","2","K","62"
"r_1","1000cp","2005Q3","0","K","143.3"
"r_1","1000cp","2005Q3","1","K","79.1"
"r_1","1000cp","2005Q3","2","K","64.1"
"r_1","1000cp","2005Q4","0","K","140.4"
"r_1","1000cp","2005Q4","1","K","76.9"
"r_1","1000cp","2005Q4","2","K","63.5"
"r_1","1000cp","2006Q1","0","K","143.7"
"r_1","1000cp","2006Q1","1","K","84.3"
"r_1","1000cp","2006Q1","2","K","59.4"
"r_1","1000cp","2006Q2","0","K","145.5"
"r_1","1000cp","2006Q2","1","K","81.4"
"r_1","1000cp","2006Q2","2","K","64.1"
"r_1","1000cp","2006Q3","0","K","144.7"
"r_1","1000cp","2006Q3","1","K","81.4"
"r_1","1000cp","2006Q3","2","K","63.3"
"r_1","1000cp","2006Q4","0","K","154.3"
"r_1","1000cp","2006Q4","1","K","87.5"
"r_1","1000cp","2006Q4","2","K","66.8"
"r_1","1000cp","2007Q1","0","K","157.8"
"r_1","1000cp","2007Q1","1","K","92.4"
"r_1","1000cp","2007Q1","2","K","65.5"
"r_1","1000cp","2007Q2","0","K","157.7"
"r_1","1000cp","2007Q2","1","K","93.5"
"r_1","1000cp","2007Q2","2","K","64.1"
"r_1","1000cp","2007Q3","0","K","167.6"
"r_1","1000cp","2007Q3","1","K","98.8"
"r_1","1000cp","2007Q3","2","K","68.8"
"r_1","1000cp","2007Q4","0","K","169.6"
"r_1","1000cp","2007Q4","1","K","96.7"
"r_1","1000cp","2007Q4","2","K","72.9"
"r_1","1000cp","2003Q1","0","L","225"
"r_1","1000cp","2003Q1","1","L","136.6"
"r_1","1000cp","2003Q1","2","L","88.3"
"r_1","1000cp","2003Q2","0","L","228.5"
"r_1","1000cp","2003Q2","1","L","141.3"
"r_1","1000cp","2003Q2","2","L","87.2"
"r_1","1000cp","2003Q3","0","L","235"
"r_1","1000cp","2003Q3","1","L","143.4"
"r_1","1000cp","2003Q3","2","L","91.6"
"r_1","1000cp","2003Q4","0","L","231.1"
"r_1","1000cp","2003Q4","1","L","137.5"
"r_1","1000cp","2003Q4","2","L","93.6"
"r_1","1000cp","2004Q1","0","L","221.7"
"r_1","1000cp","2004Q1","1","L","136.7"
"r_1","1000cp","2004Q1","2","L","85.1"
"r_1","1000cp","2004Q2","0","L","211.4"
"r_1","1000cp","2004Q2","1","L","130.1"
"r_1","1000cp","2004Q2","2","L","81.3"
"r_1","1000cp","2004Q3","0","L","235.5"
"r_1","1000cp","2004Q3","1","L","143.3"
"r_1","1000cp","2004Q3","2","L","92.2"
"r_1","1000cp","2004Q4","0","L","216.6"
"r_1","1000cp","2004Q4","1","L","132.7"
"r_1","1000cp","2004Q4","2","L","83.9"
"r_1","1000cp","2005Q1","0","L","205.4"
"r_1","1000cp","2005Q1","1","L","126.7"
"r_1","1000cp","2005Q1","2","L","78.7"
"r_1","1000cp","2005Q2","0","L","218.8"
"r_1","1000cp","2005Q2","1","L","132.8"
"r_1","1000cp","2005Q2","2","L","86"
"r_1","1000cp","2005Q3","0","L","225.2"
"r_1","1000cp","2005Q3","1","L","136.8"
"r_1","1000cp","2005Q3","2","L","88.3"
"r_1","1000cp","2005Q4","0","L","207.4"
"r_1","1000cp","2005Q4","1","L","127.1"
"r_1","1000cp","2005Q4","2","L","80.4"
"r_1","1000cp","2006Q1","0","L","204.4"
"r_1","1000cp","2006Q1","1","L","117"
"r_1","1000cp","2006Q1","2","L","87.5"
"r_1","1000cp","2006Q2","0","L","219.8"
"r_1","1000cp","2006Q2","1","L","125.8"
"r_1","1000cp","2006Q2","2","L","94"
"r_1","1000cp","2006Q3","0","L","239.5"
"r_1","1000cp","2006Q3","1","L","142.7"
"r_1","1000cp","2006Q3","2","L","96.8"
"r_1","1000cp","2006Q4","0","L","236.3"
"r_1","1000cp","2006Q4","1","L","139.9"
"r_1","1000cp","2006Q4","2","L","96.4"
"r_1","1000cp","2007Q1","0","L","231.9"
"r_1","1000cp","2007Q1","1","L","132.6"
"r_1","1000cp","2007Q1","2","L","99.3"
"r_1","1000cp","2007Q2","0","L","228.2"
"r_1","1000cp","2007Q2","1","L","134.4"
"r_1","1000cp","2007Q2","2","L","93.7"
"r_1","1000cp","2007Q3","0","L","239.6"
"r_1","1000cp","2007Q3","1","L","148.1"
"r_1","1000cp","2007Q3","2","L","91.5"
"r_1","1000cp","2007Q4","0","L","256.2"
"r_1","1000cp","2007Q4","1","L","153.7"
"r_1","1000cp","2007Q4","2","L","102.5"
"r_1","1000cp","2003Q1","0","M","218.5"
"r_1","1000cp","2003Q1","1","M","45.6"
"r_1","1000cp","2003Q1","2","M","172.9"
"r_1","1000cp","2003Q2","0","M","214.5"
"r_1","1000cp","2003Q2","1","M","45.8"
"r_1","1000cp","2003Q2","2","M","168.7"
"r_1","1000cp","2003Q3","0","M","208.7"
"r_1","1000cp","2003Q3","1","M","49.1"
"r_1","1000cp","2003Q3","2","M","159.6"
"r_1","1000cp","2003Q4","0","M","199.5"
"r_1","1000cp","2003Q4","1","M","47.6"
"r_1","1000cp","2003Q4","2","M","151.8"
"r_1","1000cp","2004Q1","0","M","209"
"r_1","1000cp","2004Q1","1","M","46.5"
"r_1","1000cp","2004Q1","2","M","162.5"
"r_1","1000cp","2004Q2","0","M","220.2"
"r_1","1000cp","2004Q2","1","M","49.4"
"r_1","1000cp","2004Q2","2","M","170.8"
"r_1","1000cp","2004Q3","0","M","204.5"
"r_1","1000cp","2004Q3","1","M","44.4"
"r_1","1000cp","2004Q3","2","M","160.1"
"r_1","1000cp","2004Q4","0","M","207.8"
"r_1","1000cp","2004Q4","1","M","45.5"
"r_1","1000cp","2004Q4","2","M","162.2"
"r_1","1000cp","2005Q1","0","M","209.4"
"r_1","1000cp","2005Q1","1","M","43.9"
"r_1","1000cp","2005Q1","2","M","165.5"
"r_1","1000cp","2005Q2","0","M","206.6"
"r_1","1000cp","2005Q2","1","M","43.6"
"r_1","1000cp","2005Q2","2","M","163"
"r_1","1000cp","2005Q3","0","M","202.5"
"r_1","1000cp","2005Q3","1","M","41.2"
"r_1","1000cp","2005Q3","2","M","161.3"
"r_1","1000cp","2005Q4","0","M","210.4"
"r_1","1000cp","2005Q4","1","M","44.1"
"r_1","1000cp","2005Q4","2","M","166.3"
"r_1","1000cp","2006Q1","0","M","217.4"
"r_1","1000cp","2006Q1","1","M","46.9"
"r_1","1000cp","2006Q1","2","M","170.5"
"r_1","1000cp","2006Q2","0","M","216.3"
"r_1","1000cp","2006Q2","1","M","42.7"
"r_1","1000cp","2006Q2","2","M","173.6"
"r_1","1000cp","2006Q3","0","M","213.4"
"r_1","1000cp","2006Q3","1","M","44.1"
"r_1","1000cp","2006Q3","2","M","169.3"
"r_1","1000cp","2006Q4","0","M","212.6"
"r_1","1000cp","2006Q4","1","M","45.6"
"r_1","1000cp","2006Q4","2","M","166.9"
"r_1","1000cp","2007Q1","0","M","219.1"
"r_1","1000cp","2007Q1","1","M","43.2"
"r_1","1000cp","2007Q1","2","M","175.9"
"r_1","1000cp","2007Q2","0","M","218.1"
"r_1","1000cp","2007Q2","1","M","37.8"
"r_1","1000cp","2007Q2","2","M","180.3"
"r_1","1000cp","2007Q3","0","M","219.1"
"r_1","1000cp","2007Q3","1","M","39.5"
"r_1","1000cp","2007Q3","2","M","179.7"
"r_1","1000cp","2007Q4","0","M","213.9"
"r_1","1000cp","2007Q4","1","M","44.5"
"r_1","1000cp","2007Q4","2","M","169.4"
"r_1","1000cp","2003Q1","0","N","146.1"
"r_1","1000cp","2003Q1","1","N","36.2"
"r_1","1000cp","2003Q1","2","N","109.9"
"r_1","1000cp","2003Q2","0","N","157.5"
"r_1","1000cp","2003Q2","1","N","35.8"
"r_1","1000cp","2003Q2","2","N","121.8"
"r_1","1000cp","2003Q3","0","N","159.2"
"r_1","1000cp","2003Q3","1","N","36.6"
"r_1","1000cp","2003Q3","2","N","122.6"
"r_1","1000cp","2003Q4","0","N","159.9"
"r_1","1000cp","2003Q4","1","N","37.9"
"r_1","1000cp","2003Q4","2","N","122"
"r_1","1000cp","2004Q1","0","N","147"
"r_1","1000cp","2004Q1","1","N","32.2"
"r_1","1000cp","2004Q1","2","N","114.8"
"r_1","1000cp","2004Q2","0","N","147.6"
"r_1","1000cp","2004Q2","1","N","34.8"
"r_1","1000cp","2004Q2","2","N","112.9"
"r_1","1000cp","2004Q3","0","N","158.8"
"r_1","1000cp","2004Q3","1","N","38.4"
"r_1","1000cp","2004Q3","2","N","120.4"
"r_1","1000cp","2004Q4","0","N","175.3"
"r_1","1000cp","2004Q4","1","N","39.6"
"r_1","1000cp","2004Q4","2","N","135.7"
"r_1","1000cp","2005Q1","0","N","159.7"
"r_1","1000cp","2005Q1","1","N","33.1"
"r_1","1000cp","2005Q1","2","N","126.6"
"r_1","1000cp","2005Q2","0","N","155.3"
"r_1","1000cp","2005Q2","1","N","34.6"
"r_1","1000cp","2005Q2","2","N","120.7"
"r_1","1000cp","2005Q3","0","N","161.9"
"r_1","1000cp","2005Q3","1","N","39.6"
"r_1","1000cp","2005Q3","2","N","122.3"
"r_1","1000cp","2005Q4","0","N","160.4"
"r_1","1000cp","2005Q4","1","N","37.3"
"r_1","1000cp","2005Q4","2","N","123.1"
"r_1","1000cp","2006Q1","0","N","164.1"
"r_1","1000cp","2006Q1","1","N","36.2"
"r_1","1000cp","2006Q1","2","N","127.8"
"r_1","1000cp","2006Q2","0","N","161.9"
"r_1","1000cp","2006Q2","1","N","34.6"
"r_1","1000cp","2006Q2","2","N","127.3"
"r_1","1000cp","2006Q3","0","N","163.3"
"r_1","1000cp","2006Q3","1","N","35.5"
"r_1","1000cp","2006Q3","2","N","127.8"
"r_1","1000cp","2006Q4","0","N","165.9"
"r_1","1000cp","2006Q4","1","N","37.9"
"r_1","1000cp","2006Q4","2","N","128"
"r_1","1000cp","2007Q1","0","N","162.4"
"r_1","1000cp","2007Q1","1","N","38.2"
"r_1","1000cp","2007Q1","2","N","124.2"
"r_1","1000cp","2007Q2","0","N","155.3"
"r_1","1000cp","2007Q2","1","N","34"
"r_1","1000cp","2007Q2","2","N","121.3"
"r_1","1000cp","2007Q3","0","N","156.9"
"r_1","1000cp","2007Q3","1","N","35.5"
"r_1","1000cp","2007Q3","2","N","121.3"
"r_1","1000cp","2007Q4","0","N","172.2"
"r_1","1000cp","2007Q4","1","N","39.1"
"r_1","1000cp","2007Q4","2","N","133.1"
"r_1","1000cp","2003Q1","0","O-Q","102.3"
"r_1","1000cp","2003Q1","1","O-Q","44.6"
"r_1","1000cp","2003Q1","2","O-Q","57.7"
"r_1","1000cp","2003Q2","0","O-Q","108.1"
"r_1","1000cp","2003Q2","1","O-Q","47.4"
"r_1","1000cp","2003Q2","2","O-Q","60.7"
"r_1","1000cp","2003Q3","0","O-Q","112.3"
"r_1","1000cp","2003Q3","1","O-Q","51.3"
"r_1","1000cp","2003Q3","2","O-Q","61"
"r_1","1000cp","2003Q4","0","O-Q","107.1"
"r_1","1000cp","2003Q4","1","O-Q","48.7"
"r_1","1000cp","2003Q4","2","O-Q","58.4"
"r_1","1000cp","2004Q1","0","O-Q","119.6"
"r_1","1000cp","2004Q1","1","O-Q","57.9"
"r_1","1000cp","2004Q1","2","O-Q","61.7"
"r_1","1000cp","2004Q2","0","O-Q","128.6"
"r_1","1000cp","2004Q2","1","O-Q","58.2"
"r_1","1000cp","2004Q2","2","O-Q","70.3"
"r_1","1000cp","2004Q3","0","O-Q","129"
"r_1","1000cp","2004Q3","1","O-Q","58"
"r_1","1000cp","2004Q3","2","O-Q","70.9"
"r_1","1000cp","2004Q4","0","O-Q","131.2"
"r_1","1000cp","2004Q4","1","O-Q","62.4"
"r_1","1000cp","2004Q4","2","O-Q","68.8"
"r_1","1000cp","2005Q1","0","O-Q","119.8"
"r_1","1000cp","2005Q1","1","O-Q","60.6"
"r_1","1000cp","2005Q1","2","O-Q","59.2"
"r_1","1000cp","2005Q2","0","O-Q","115.4"
"r_1","1000cp","2005Q2","1","O-Q","55.7"
"r_1","1000cp","2005Q2","2","O-Q","59.7"
"r_1","1000cp","2005Q3","0","O-Q","115.5"
"r_1","1000cp","2005Q3","1","O-Q","55.4"
"r_1","1000cp","2005Q3","2","O-Q","60.1"
"r_1","1000cp","2005Q4","0","O-Q","131.6"
"r_1","1000cp","2005Q4","1","O-Q","62.8"
"r_1","1000cp","2005Q4","2","O-Q","68.8"
"r_1","1000cp","2006Q1","0","O-Q","121.3"
"r_1","1000cp","2006Q1","1","O-Q","55.2"
"r_1","1000cp","2006Q1","2","O-Q","66.2"
"r_1","1000cp","2006Q2","0","O-Q","131.8"
"r_1","1000cp","2006Q2","1","O-Q","58.9"
"r_1","1000cp","2006Q2","2","O-Q","72.9"
"r_1","1000cp","2006Q3","0","O-Q","125.9"
"r_1","1000cp","2006Q3","1","O-Q","56.8"
"r_1","1000cp","2006Q3","2","O-Q","69.2"
"r_1","1000cp","2006Q4","0","O-Q","121.4"
"r_1","1000cp","2006Q4","1","O-Q","56.1"
"r_1","1000cp","2006Q4","2","O-Q","65.3"
"r_1","1000cp","2007Q1","0","O-Q","124.5"
"r_1","1000cp","2007Q1","1","O-Q","52.1"
"r_1","1000cp","2007Q1","2","O-Q","72.4"
"r_1","1000cp","2007Q2","0","O-Q","133.3"
"r_1","1000cp","2007Q2","1","O-Q","57"
"r_1","1000cp","2007Q2","2","O-Q","76.3"
"r_1","1000cp","2007Q3","0","O-Q","127.7"
"r_1","1000cp","2007Q3","1","O-Q","57"
"r_1","1000cp","2007Q3","2","O-Q","70.7"
"r_1","1000cp","2007Q4","0","O-Q","115.5"
"r_1","1000cp","2007Q4","1","O-Q","51.3"
"r_1","1000cp","2007Q4","2","O-Q","64.3"
