RevisionColumn,Age10_LFS,GenderID,LFS_WorkWillingness,periods,Units,LFS_ReasInactivity,ValueColumn
"r_17","0","2","1","2004Q4","1000cp","4","33.8"
"r_17","0","0","1","2005Q1","1000cp","4","42.1"
"r_17","0","1","1","2005Q1","1000cp","4","8.2"
"r_17","0","2","1","2005Q1","1000cp","4","34"
"r_17","0","0","1","2005Q2","1000cp","4","41.8"
"r_17","0","1","1","2005Q2","1000cp","4","8.6"
"r_17","0","2","1","2005Q2","1000cp","4","33.2"
"r_17","0","0","1","2005Q3","1000cp","4","46.1"
"r_17","0","1","1","2005Q3","1000cp","4","10.3"
"r_17","0","2","1","2005Q3","1000cp","4","35.8"
"r_17","0","0","1","2005Q4","1000cp","4","38.2"
"r_17","0","1","1","2005Q4","1000cp","4","7.4"
"r_17","0","2","1","2005Q4","1000cp","4","30.7"
"r_17","0","0","1","2006Q1","1000cp","4","44.2"
"r_17","0","1","1","2006Q1","1000cp","4","12.5"
"r_17","0","2","1","2006Q1","1000cp","4","31.6"
"r_17","0","0","1","2006Q2","1000cp","4","43.1"
"r_17","0","1","1","2006Q2","1000cp","4","10.2"
"r_17","0","2","1","2006Q2","1000cp","4","32.9"
"r_17","0","0","1","2006Q3","1000cp","4","40.3"
"r_17","0","1","1","2006Q3","1000cp","4","12"
"r_17","0","2","1","2006Q3","1000cp","4","28.2"
"r_17","0","0","1","2006Q4","1000cp","4","33.9"
"r_17","0","1","1","2006Q4","1000cp","4","8.2"
"r_17","0","2","1","2006Q4","1000cp","4","25.7"
"r_17","0","0","1","2007Q1","1000cp","4","35.2"
"r_17","0","1","1","2007Q1","1000cp","4","5.6"
"r_17","0","2","1","2007Q1","1000cp","4","29.6"
"r_17","0","0","1","2007Q2","1000cp","4","40.8"
"r_17","0","1","1","2007Q2","1000cp","4","10.8"
"r_17","0","2","1","2007Q2","1000cp","4","30"
"r_17","0","0","1","2007Q3","1000cp","4","36.6"
"r_17","0","1","1","2007Q3","1000cp","4","11.9"
"r_17","0","2","1","2007Q3","1000cp","4","24.7"
"r_17","0","0","1","2007Q4","1000cp","4","37.3"
"r_17","0","1","1","2007Q4","1000cp","4","9.8"
"r_17","0","2","1","2007Q4","1000cp","4","27.6"
"r_17","0","0","1","2008Q1","1000cp","4","28.8"
"r_17","0","1","1","2008Q1","1000cp","4","7.6"
"r_17","0","2","1","2008Q1","1000cp","4","21.2"
"r_17","0","0","1","2008Q2","1000cp","4","25.3"
"r_17","0","1","1","2008Q2","1000cp","4","6.4"
"r_17","0","2","1","2008Q2","1000cp","4","18.9"
"r_17","0","0","1","2008Q3","1000cp","4","23.8"
"r_17","0","1","1","2008Q3","1000cp","4","5.9"
"r_17","0","2","1","2008Q3","1000cp","4","17.9"
"r_17","0","0","1","2008Q4","1000cp","4","23.9"
"r_17","0","1","1","2008Q4","1000cp","4","(5.0)"
"r_17","0","2","1","2008Q4","1000cp","4","18.9"
"r_17","0","0","1","2009Q1","1000cp","4","24.9"
"r_17","0","1","1","2009Q1","1000cp","4","6.6"
"r_17","0","2","1","2009Q1","1000cp","4","18.3"
"r_17","0","0","1","2009Q2","1000cp","4","16.7"
"r_17","0","1","1","2009Q2","1000cp","4","(3.8)"
"r_17","0","2","1","2009Q2","1000cp","4","12.9"
"r_17","0","0","1","2009Q3","1000cp","4","20.2"
"r_17","0","1","1","2009Q3","1000cp","4","5.7"
"r_17","0","2","1","2009Q3","1000cp","4","14.5"
"r_17","0","0","1","2009Q4","1000cp","4","16.3"
"r_17","0","1","1","2009Q4","1000cp","4","(2.7)"
"r_17","0","2","1","2009Q4","1000cp","4","13.6"
"r_17","0","0","1","2010Q1","1000cp","4","18.7"
"r_17","0","1","1","2010Q1","1000cp","4","(4.8)"
"r_17","0","2","1","2010Q1","1000cp","4","14"
"r_17","0","0","1","2010Q2","1000cp","4","17.6"
"r_17","0","1","1","2010Q2","1000cp","4","(5.8)"
"r_17","0","2","1","2010Q2","1000cp","4","11.8"
"r_17","0","0","1","2010Q3","1000cp","4","19.8"
"r_17","0","1","1","2010Q3","1000cp","4","(4.9)"
"r_17","0","2","1","2010Q3","1000cp","4","15"
"r_17","0","0","1","2010Q4","1000cp","4","17.6"
"r_17","0","1","1","2010Q4","1000cp","4","(5.3)"
"r_17","0","2","1","2010Q4","1000cp","4","12.3"
"r_17","0","0","1","2011Q1","1000cp","4","17.2"
"r_17","0","1","1","2011Q1","1000cp","4","6.2"
"r_17","0","2","1","2011Q1","1000cp","4","11"
"r_17","0","0","1","2011Q2","1000cp","4","19.5"
"r_17","0","1","1","2011Q2","1000cp","4","6.2"
"r_17","0","2","1","2011Q2","1000cp","4","13.4"
"r_17","0","0","1","2011Q3","1000cp","4","20.7"
"r_17","0","1","1","2011Q3","1000cp","4","(5.0)"
"r_17","0","2","1","2011Q3","1000cp","4","15.7"
"r_17","0","0","1","2011Q4","1000cp","4","19.4"
"r_17","0","1","1","2011Q4","1000cp","4","5.9"
"r_17","0","2","1","2011Q4","1000cp","4","13.6"
"r_17","0","0","1","2012Q1","1000cp","4","16.9"
"r_17","0","1","1","2012Q1","1000cp","4","(3.4)"
"r_17","0","2","1","2012Q1","1000cp","4","13.5"
"r_17","0","0","1","2012Q2","1000cp","4","16.8"
"r_17","0","1","1","2012Q2","1000cp","4","(3.7)"
"r_17","0","2","1","2012Q2","1000cp","4","13.1"
"r_17","0","0","1","2012Q3","1000cp","4","20.7"
"r_17","0","1","1","2012Q3","1000cp","4","6.4"
"r_17","0","2","1","2012Q3","1000cp","4","14.3"
"r_17","0","0","1","2012Q4","1000cp","4","23.3"
"r_17","0","1","1","2012Q4","1000cp","4","(5.3)"
"r_17","0","2","1","2012Q4","1000cp","4","18"
"r_17","0","0","1","2013Q1","1000cp","4","21.7"
"r_17","0","1","1","2013Q1","1000cp","4","6.3"
"r_17","0","2","1","2013Q1","1000cp","4","15.4"
"r_17","0","0","1","2013Q2","1000cp","4","20.9"
"r_17","0","1","1","2013Q2","1000cp","4","7.3"
"r_17","0","2","1","2013Q2","1000cp","4","13.6"
"r_17","0","0","1","2013Q3","1000cp","4","24.3"
"r_17","0","1","1","2013Q3","1000cp","4","8.4"
"r_17","0","2","1","2013Q3","1000cp","4","15.8"
"r_17","0","0","1","2013Q4","1000cp","4","21.9"
"r_17","0","1","1","2013Q4","1000cp","4","(4.8)"
"r_17","0","2","1","2013Q4","1000cp","4","17.2"
"r_17","0","0","1","2014Q1","1000cp","4","20.6"
"r_17","0","1","1","2014Q1","1000cp","4","(5.4)"
"r_17","0","2","1","2014Q1","1000cp","4","15.1"
"r_17","0","0","1","2014Q2","1000cp","4","21.1"
"r_17","0","1","1","2014Q2","1000cp","4","7.9"
"r_17","0","2","1","2014Q2","1000cp","4","13.2"
"r_17","0","0","1","2014Q3","1000cp","4","23.1"
"r_17","0","1","1","2014Q3","1000cp","4","6.7"
"r_17","0","2","1","2014Q3","1000cp","4","16.4"
"r_17","0","0","1","2014Q4","1000cp","4","16.2"
"r_17","0","1","1","2014Q4","1000cp","4","(4.0)"
"r_17","0","2","1","2014Q4","1000cp","4","12.2"
"r_17","0","0","1","2015Q1","1000cp","4","15.6"
"r_17","0","1","1","2015Q1","1000cp","4","(5.0)"
"r_17","0","2","1","2015Q1","1000cp","4","10.6"
"r_17","0","0","1","2015Q2","1000cp","4","17.8"
"r_17","0","1","1","2015Q2","1000cp","4","6.4"
"r_17","0","2","1","2015Q2","1000cp","4","11.5"
"r_17","0","0","1","2015Q3","1000cp","4","19.1"
"r_17","0","1","1","2015Q3","1000cp","4","7.7"
"r_17","0","2","1","2015Q3","1000cp","4","11.4"
"r_17","0","0","1","2015Q4","1000cp","4","17.1"
"r_17","0","1","1","2015Q4","1000cp","4","7.1"
"r_17","0","2","1","2015Q4","1000cp","4","10"
"r_17","0","0","1","2016Q1","1000cp","4","16.3"
"r_17","0","1","1","2016Q1","1000cp","4","(4.8)"
"r_17","0","2","1","2016Q1","1000cp","4","11.5"
"r_17","0","0","1","2016Q2","1000cp","4","14.5"
"r_17","0","1","1","2016Q2","1000cp","4","6.5"
"r_17","0","2","1","2016Q2","1000cp","4","7.9"
"r_17","0","0","1","2016Q3","1000cp","4","17.9"
"r_17","0","1","1","2016Q3","1000cp","4","7.6"
"r_17","0","2","1","2016Q3","1000cp","4","10.3"
"r_17","0","0","1","2016Q4","1000cp","4","16.9"
"r_17","0","1","1","2016Q4","1000cp","4","6.8"
"r_17","0","2","1","2016Q4","1000cp","4","10.1"
"r_17","0","0","1","2017Q1","1000cp","4","17.4"
"r_17","0","1","1","2017Q1","1000cp","4","6.5"
"r_17","0","2","1","2017Q1","1000cp","4","10.9"
"r_17","0","0","1","2017Q2","1000cp","4","15.1"
"r_17","0","1","1","2017Q2","1000cp","4","6"
"r_17","0","2","1","2017Q2","1000cp","4","9.2"
"r_17","0","0","1","2017Q3","1000cp","4","21.2"
"r_17","0","1","1","2017Q3","1000cp","4","10.2"
"r_17","0","2","1","2017Q3","1000cp","4","11"
"r_17","0","0","1","2017Q4","1000cp","4","21.4"
"r_17","0","1","1","2017Q4","1000cp","4","9.8"
"r_17","0","2","1","2017Q4","1000cp","4","11.5"
"r_17","0","0","1","2018Q1","1000cp","4","22.1"
"r_17","0","1","1","2018Q1","1000cp","4","9.4"
"r_17","0","2","1","2018Q1","1000cp","4","12.7"
"r_17","0","0","1","2018Q2","1000cp","4","19.7"
"r_17","0","1","1","2018Q2","1000cp","4","8.6"
"r_17","0","2","1","2018Q2","1000cp","4","11.1"
"r_17","0","0","1","2018Q3","1000cp","4","23.5"
"r_17","0","1","1","2018Q3","1000cp","4","8.4"
"r_17","0","2","1","2018Q3","1000cp","4","15.1"
"r_17","0","0","1","2018Q4","1000cp","4","18.8"
"r_17","0","1","1","2018Q4","1000cp","4","7.2"
"r_17","0","2","1","2018Q4","1000cp","4","11.6"
"r_17","0","0","1","2019Q1","1000cp","4","15.5"
"r_17","0","1","1","2019Q1","1000cp","4","6.3"
"r_17","0","2","1","2019Q1","1000cp","4","9.3"
"r_17","0","0","2","2003Q1","1000cp","0","2809.7"
"r_17","0","1","2","2003Q1","1000cp","0","1158.7"
"r_17","0","2","2","2003Q1","1000cp","0","1651"
"r_17","0","0","2","2003Q2","1000cp","0","2792"
"r_17","0","1","2","2003Q2","1000cp","0","1142.5"
"r_17","0","2","2","2003Q2","1000cp","0","1649.5"
"r_17","0","0","2","2003Q3","1000cp","0","2805.2"
"r_17","0","1","2","2003Q3","1000cp","0","1160.5"
"r_17","0","2","2","2003Q3","1000cp","0","1644.7"
"r_17","0","0","2","2003Q4","1000cp","0","2848"
"r_17","0","1","2","2003Q4","1000cp","0","1180.5"
"r_17","0","2","2","2003Q4","1000cp","0","1667.5"
"r_17","0","0","2","2004Q1","1000cp","0","2825.9"
"r_17","0","1","2","2004Q1","1000cp","0","1165.8"
"r_17","0","2","2","2004Q1","1000cp","0","1660.1"
"r_17","0","0","2","2004Q2","1000cp","0","2807.1"
"r_17","0","1","2","2004Q2","1000cp","0","1156.7"
"r_17","0","2","2","2004Q2","1000cp","0","1650.4"
"r_17","0","0","2","2004Q3","1000cp","0","2801.6"
"r_17","0","1","2","2004Q3","1000cp","0","1160.8"
"r_17","0","2","2","2004Q3","1000cp","0","1640.8"
"r_17","0","0","2","2004Q4","1000cp","0","2848.7"
"r_17","0","1","2","2004Q4","1000cp","0","1181.4"
"r_17","0","2","2","2004Q4","1000cp","0","1667.2"
"r_17","0","0","2","2005Q1","1000cp","0","2889.2"
"r_17","0","1","2","2005Q1","1000cp","0","1190.5"
"r_17","0","2","2","2005Q1","1000cp","0","1698.7"
"r_17","0","0","2","2005Q2","1000cp","0","2867"
"r_17","0","1","2","2005Q2","1000cp","0","1175.3"
"r_17","0","2","2","2005Q2","1000cp","0","1691.7"
"r_17","0","0","2","2005Q3","1000cp","0","2807.7"
"r_17","0","1","2","2005Q3","1000cp","0","1156.8"
"r_17","0","2","2","2005Q3","1000cp","0","1650.9"
"r_17","0","0","2","2005Q4","1000cp","0","2894.6"
"r_17","0","1","2","2005Q4","1000cp","0","1201.6"
"r_17","0","2","2","2005Q4","1000cp","0","1693"
"r_17","0","0","2","2006Q1","1000cp","0","2862.3"
"r_17","0","1","2","2006Q1","1000cp","0","1188.3"
"r_17","0","2","2","2006Q1","1000cp","0","1674"
"r_17","0","0","2","2006Q2","1000cp","0","2787.5"
"r_17","0","1","2","2006Q2","1000cp","0","1161.2"
"r_17","0","2","2","2006Q2","1000cp","0","1626.3"
"r_17","0","0","2","2006Q3","1000cp","0","2774.9"
"r_17","0","1","2","2006Q3","1000cp","0","1161.9"
"r_17","0","2","2","2006Q3","1000cp","0","1613"
"r_17","0","0","2","2006Q4","1000cp","0","2853.7"
"r_17","0","1","2","2006Q4","1000cp","0","1183.3"
"r_17","0","2","2","2006Q4","1000cp","0","1670.4"
"r_17","0","0","2","2007Q1","1000cp","0","2837.2"
"r_17","0","1","2","2007Q1","1000cp","0","1182.4"
"r_17","0","2","2","2007Q1","1000cp","0","1654.8"
"r_17","0","0","2","2007Q2","1000cp","0","2809.9"
"r_17","0","1","2","2007Q2","1000cp","0","1168.7"
"r_17","0","2","2","2007Q2","1000cp","0","1641.2"
"r_17","0","0","2","2007Q3","1000cp","0","2798.5"
"r_17","0","1","2","2007Q3","1000cp","0","1158"
"r_17","0","2","2","2007Q3","1000cp","0","1640.5"
"r_17","0","0","2","2007Q4","1000cp","0","2813.4"
"r_17","0","1","2","2007Q4","1000cp","0","1161.9"
"r_17","0","2","2","2007Q4","1000cp","0","1651.6"
"r_17","0","0","2","2008Q1","1000cp","0","2810.5"
"r_17","0","1","2","2008Q1","1000cp","0","1168.4"
"r_17","0","2","2","2008Q1","1000cp","0","1642.1"
"r_17","0","0","2","2008Q2","1000cp","0","2800.7"
"r_17","0","1","2","2008Q2","1000cp","0","1159"
"r_17","0","2","2","2008Q2","1000cp","0","1641.6"
"r_17","0","0","2","2008Q3","1000cp","0","2792.5"
"r_17","0","1","2","2008Q3","1000cp","0","1145.1"
"r_17","0","2","2","2008Q3","1000cp","0","1647.5"
"r_17","0","0","2","2008Q4","1000cp","0","2820.8"
"r_17","0","1","2","2008Q4","1000cp","0","1157.5"
"r_17","0","2","2","2008Q4","1000cp","0","1663.2"
"r_17","0","0","2","2009Q1","1000cp","0","2816.2"
"r_17","0","1","2","2009Q1","1000cp","0","1154.2"
"r_17","0","2","2","2009Q1","1000cp","0","1661.9"
"r_17","0","0","2","2009Q2","1000cp","0","2804.9"
"r_17","0","1","2","2009Q2","1000cp","0","1157.1"
"r_17","0","2","2","2009Q2","1000cp","0","1647.8"
"r_17","0","0","2","2009Q3","1000cp","0","2808.1"
"r_17","0","1","2","2009Q3","1000cp","0","1156.3"
"r_17","0","2","2","2009Q3","1000cp","0","1651.8"
"r_17","0","0","2","2009Q4","1000cp","0","2833"
"r_17","0","1","2","2009Q4","1000cp","0","1150.2"
"r_17","0","2","2","2009Q4","1000cp","0","1682.9"
"r_17","0","0","2","2010Q1","1000cp","0","2681.4"
"r_17","0","1","2","2010Q1","1000cp","0","1078.2"
"r_17","0","2","2","2010Q1","1000cp","0","1603.3"
"r_17","0","0","2","2010Q2","1000cp","0","2673.1"
"r_17","0","1","2","2010Q2","1000cp","0","1085.2"
"r_17","0","2","2","2010Q2","1000cp","0","1587.9"
"r_17","0","0","2","2010Q3","1000cp","0","2664.5"
"r_17","0","1","2","2010Q3","1000cp","0","1085.8"
"r_17","0","2","2","2010Q3","1000cp","0","1578.7"
"r_17","0","0","2","2010Q4","1000cp","0","2668.9"
"r_17","0","1","2","2010Q4","1000cp","0","1095.1"
"r_17","0","2","2","2010Q4","1000cp","0","1573.8"
"r_17","0","0","2","2011Q1","1000cp","0","2690.6"
"r_17","0","1","2","2011Q1","1000cp","0","1101.9"
"r_17","0","2","2","2011Q1","1000cp","0","1588.7"
"r_17","0","0","2","2011Q2","1000cp","0","2722.8"
"r_17","0","1","2","2011Q2","1000cp","0","1113.3"
"r_17","0","2","2","2011Q2","1000cp","0","1609.5"
"r_17","0","0","2","2011Q3","1000cp","0","2676.2"
"r_17","0","1","2","2011Q3","1000cp","0","1093.2"
"r_17","0","2","2","2011Q3","1000cp","0","1583"
"r_17","0","0","2","2011Q4","1000cp","0","2690.1"
"r_17","0","1","2","2011Q4","1000cp","0","1114.9"
"r_17","0","2","2","2011Q4","1000cp","0","1575.1"
"r_17","0","0","2","2012Q1","1000cp","0","2693"
"r_17","0","1","2","2012Q1","1000cp","0","1118.9"
"r_17","0","2","2","2012Q1","1000cp","0","1574.1"
"r_17","0","0","2","2012Q2","1000cp","0","2660"
"r_17","0","1","2","2012Q2","1000cp","0","1097.6"
"r_17","0","2","2","2012Q2","1000cp","0","1562.4"
"r_17","0","0","2","2012Q3","1000cp","0","2603.6"
"r_17","0","1","2","2012Q3","1000cp","0","1066.3"
"r_17","0","2","2","2012Q3","1000cp","0","1537.3"
"r_17","0","0","2","2012Q4","1000cp","0","2615.8"
"r_17","0","1","2","2012Q4","1000cp","0","1071.9"
"r_17","0","2","2","2012Q4","1000cp","0","1543.9"
"r_17","0","0","2","2013Q1","1000cp","0","2598.2"
"r_17","0","1","2","2013Q1","1000cp","0","1061"
"r_17","0","2","2","2013Q1","1000cp","0","1537.1"
"r_17","0","0","2","2013Q2","1000cp","0","2572.7"
"r_17","0","1","2","2013Q2","1000cp","0","1056.6"
"r_17","0","2","2","2013Q2","1000cp","0","1516.1"
"r_17","0","0","2","2013Q3","1000cp","0","2553.1"
"r_17","0","1","2","2013Q3","1000cp","0","1043"
"r_17","0","2","2","2013Q3","1000cp","0","1510.1"
"r_17","0","0","2","2013Q4","1000cp","0","2590.8"
"r_17","0","1","2","2013Q4","1000cp","0","1053.3"
"r_17","0","2","2","2013Q4","1000cp","0","1537.5"
"r_17","0","0","2","2014Q1","1000cp","0","2588.4"
"r_17","0","1","2","2014Q1","1000cp","0","1049"
"r_17","0","2","2","2014Q1","1000cp","0","1539.4"
"r_17","0","0","2","2014Q2","1000cp","0","2583.8"
"r_17","0","1","2","2014Q2","1000cp","0","1046.2"
"r_17","0","2","2","2014Q2","1000cp","0","1537.6"
"r_17","0","0","2","2014Q3","1000cp","0","2528.9"
"r_17","0","1","2","2014Q3","1000cp","0","1026.8"
"r_17","0","2","2","2014Q3","1000cp","0","1502.1"
"r_17","0","0","2","2014Q4","1000cp","0","2585.8"
"r_17","0","1","2","2014Q4","1000cp","0","1065.8"
"r_17","0","2","2","2014Q4","1000cp","0","1520.1"
"r_17","0","0","2","2015Q1","1000cp","0","2583.4"
"r_17","0","1","2","2015Q1","1000cp","0","1052.3"
"r_17","0","2","2","2015Q1","1000cp","0","1531.1"
"r_17","0","0","2","2015Q2","1000cp","0","2581.7"
"r_17","0","1","2","2015Q2","1000cp","0","1045.6"
"r_17","0","2","2","2015Q2","1000cp","0","1536"
"r_17","0","0","2","2015Q3","1000cp","0","2557.4"
"r_17","0","1","2","2015Q3","1000cp","0","1040.4"
"r_17","0","2","2","2015Q3","1000cp","0","1517"
"r_17","0","0","2","2015Q4","1000cp","0","2593.3"
"r_17","0","1","2","2015Q4","1000cp","0","1063.4"
"r_17","0","2","2","2015Q4","1000cp","0","1529.9"
"r_17","0","0","2","2016Q1","1000cp","0","2609.4"
"r_17","0","1","2","2016Q1","1000cp","0","1058.1"
"r_17","0","2","2","2016Q1","1000cp","0","1551.3"
"r_17","0","0","2","2016Q2","1000cp","0","2603.4"
"r_17","0","1","2","2016Q2","1000cp","0","1059.4"
"r_17","0","2","2","2016Q2","1000cp","0","1544.1"
"r_17","0","0","2","2016Q3","1000cp","0","2618.5"
"r_17","0","1","2","2016Q3","1000cp","0","1070"
"r_17","0","2","2","2016Q3","1000cp","0","1548.5"
"r_17","0","0","2","2016Q4","1000cp","0","2639.3"
"r_17","0","1","2","2016Q4","1000cp","0","1073.4"
"r_17","0","2","2","2016Q4","1000cp","0","1565.9"
"r_17","0","0","2","2017Q1","1000cp","0","2586.3"
"r_17","0","1","2","2017Q1","1000cp","0","1056"
"r_17","0","2","2","2017Q1","1000cp","0","1530.3"
"r_17","0","0","2","2017Q2","1000cp","0","2496.8"
"r_17","0","1","2","2017Q2","1000cp","0","1016.8"
"r_17","0","2","2","2017Q2","1000cp","0","1480.1"
"r_17","0","0","2","2017Q3","1000cp","0","2467.3"
"r_17","0","1","2","2017Q3","1000cp","0","991.3"
"r_17","0","2","2","2017Q3","1000cp","0","1475.9"
"r_17","0","0","2","2017Q4","1000cp","0","2521.5"
"r_17","0","1","2","2017Q4","1000cp","0","1013.7"
"r_17","0","2","2","2017Q4","1000cp","0","1507.8"
"r_17","0","0","2","2018Q1","1000cp","0","2532.6"
"r_17","0","1","2","2018Q1","1000cp","0","1020.6"
"r_17","0","2","2","2018Q1","1000cp","0","1511.9"
"r_17","0","0","2","2018Q2","1000cp","0","2512.8"
"r_17","0","1","2","2018Q2","1000cp","0","1015.1"
"r_17","0","2","2","2018Q2","1000cp","0","1497.7"
"r_17","0","0","2","2018Q3","1000cp","0","2488.1"
"r_17","0","1","2","2018Q3","1000cp","0","999.3"
"r_17","0","2","2","2018Q3","1000cp","0","1488.8"
"r_17","0","0","2","2018Q4","1000cp","0","2545.9"
"r_17","0","1","2","2018Q4","1000cp","0","1017.3"
"r_17","0","2","2","2018Q4","1000cp","0","1528.7"
"r_17","0","0","2","2019Q1","1000cp","0","2518.7"
"r_17","0","1","2","2019Q1","1000cp","0","1010"
"r_17","0","2","2","2019Q1","1000cp","0","1508.7"
"r_17","0","0","2","2003Q1","1000cp","2","521.1"
"r_17","0","1","2","2003Q1","1000cp","2","256.2"
"r_17","0","2","2","2003Q1","1000cp","2","264.9"
"r_17","0","0","2","2003Q2","1000cp","2","526.8"
"r_17","0","1","2","2003Q2","1000cp","2","262.3"
"r_17","0","2","2","2003Q2","1000cp","2","264.6"
"r_17","0","0","2","2003Q3","1000cp","2","508.7"
"r_17","0","1","2","2003Q3","1000cp","2","255.5"
"r_17","0","2","2","2003Q3","1000cp","2","253.3"
"r_17","0","0","2","2003Q4","1000cp","2","550.4"
"r_17","0","1","2","2003Q4","1000cp","2","275.1"
"r_17","0","2","2","2003Q4","1000cp","2","275.3"
"r_17","0","0","2","2004Q1","1000cp","2","551.2"
"r_17","0","1","2","2004Q1","1000cp","2","270.3"
"r_17","0","2","2","2004Q1","1000cp","2","281"
"r_17","0","0","2","2004Q2","1000cp","2","558.4"
"r_17","0","1","2","2004Q2","1000cp","2","273.1"
"r_17","0","2","2","2004Q2","1000cp","2","285.3"
"r_17","0","0","2","2004Q3","1000cp","2","532.2"
"r_17","0","1","2","2004Q3","1000cp","2","264.9"
"r_17","0","2","2","2004Q3","1000cp","2","267.2"
"r_17","0","0","2","2004Q4","1000cp","2","560"
"r_17","0","1","2","2004Q4","1000cp","2","279.3"
"r_17","0","2","2","2004Q4","1000cp","2","280.7"
"r_17","0","0","2","2005Q1","1000cp","2","562.6"
"r_17","0","1","2","2005Q1","1000cp","2","284.7"
"r_17","0","2","2","2005Q1","1000cp","2","277.9"
"r_17","0","0","2","2005Q2","1000cp","2","565.8"
"r_17","0","1","2","2005Q2","1000cp","2","280.7"
"r_17","0","2","2","2005Q2","1000cp","2","285"
"r_17","0","0","2","2005Q3","1000cp","2","534.8"
"r_17","0","1","2","2005Q3","1000cp","2","268.2"
"r_17","0","2","2","2005Q3","1000cp","2","266.6"
"r_17","0","0","2","2005Q4","1000cp","2","572.8"
"r_17","0","1","2","2005Q4","1000cp","2","291.4"
"r_17","0","2","2","2005Q4","1000cp","2","281.5"
"r_17","0","0","2","2006Q1","1000cp","2","563"
"r_17","0","1","2","2006Q1","1000cp","2","285.9"
"r_17","0","2","2","2006Q1","1000cp","2","277.2"
"r_17","0","0","2","2006Q2","1000cp","2","551"
"r_17","0","1","2","2006Q2","1000cp","2","279.7"
"r_17","0","2","2","2006Q2","1000cp","2","271.3"
"r_17","0","0","2","2006Q3","1000cp","2","520.6"
"r_17","0","1","2","2006Q3","1000cp","2","270.5"
"r_17","0","2","2","2006Q3","1000cp","2","250.1"
"r_17","0","0","2","2006Q4","1000cp","2","591.8"
"r_17","0","1","2","2006Q4","1000cp","2","306.5"
"r_17","0","2","2","2006Q4","1000cp","2","285.3"
"r_17","0","0","2","2007Q1","1000cp","2","584.9"
"r_17","0","1","2","2007Q1","1000cp","2","299.6"
"r_17","0","2","2","2007Q1","1000cp","2","285.3"
"r_17","0","0","2","2007Q2","1000cp","2","578.1"
"r_17","0","1","2","2007Q2","1000cp","2","293.1"
"r_17","0","2","2","2007Q2","1000cp","2","285"
"r_17","0","0","2","2007Q3","1000cp","2","547.8"
"r_17","0","1","2","2007Q3","1000cp","2","275"
"r_17","0","2","2","2007Q3","1000cp","2","272.9"
"r_17","0","0","2","2007Q4","1000cp","2","596.8"
"r_17","0","1","2","2007Q4","1000cp","2","296"
"r_17","0","2","2","2007Q4","1000cp","2","300.8"
"r_17","0","0","2","2008Q1","1000cp","2","580.4"
"r_17","0","1","2","2008Q1","1000cp","2","291.7"
"r_17","0","2","2","2008Q1","1000cp","2","288.7"
"r_17","0","0","2","2008Q2","1000cp","2","573.7"
"r_17","0","1","2","2008Q2","1000cp","2","290.1"
"r_17","0","2","2","2008Q2","1000cp","2","283.6"
"r_17","0","0","2","2008Q3","1000cp","2","530.9"
"r_17","0","1","2","2008Q3","1000cp","2","265.8"
"r_17","0","2","2","2008Q3","1000cp","2","265.1"
"r_17","0","0","2","2008Q4","1000cp","2","573.9"
"r_17","0","1","2","2008Q4","1000cp","2","286"
"r_17","0","2","2","2008Q4","1000cp","2","287.9"
"r_17","0","0","2","2009Q1","1000cp","2","554"
"r_17","0","1","2","2009Q1","1000cp","2","278.2"
"r_17","0","2","2","2009Q1","1000cp","2","275.8"
"r_17","0","0","2","2009Q2","1000cp","2","542.7"
"r_17","0","1","2","2009Q2","1000cp","2","274.1"
"r_17","0","2","2","2009Q2","1000cp","2","268.6"
"r_17","0","0","2","2009Q3","1000cp","2","525.6"
"r_17","0","1","2","2009Q3","1000cp","2","257.6"
"r_17","0","2","2","2009Q3","1000cp","2","268"
"r_17","0","0","2","2009Q4","1000cp","2","559.6"
"r_17","0","1","2","2009Q4","1000cp","2","270.7"
"r_17","0","2","2","2009Q4","1000cp","2","288.9"
"r_17","0","0","2","2010Q1","1000cp","2","512.7"
"r_17","0","1","2","2010Q1","1000cp","2","251.8"
"r_17","0","2","2","2010Q1","1000cp","2","260.9"
"r_17","0","0","2","2010Q2","1000cp","2","495.8"
"r_17","0","1","2","2010Q2","1000cp","2","247"
"r_17","0","2","2","2010Q2","1000cp","2","248.8"
"r_17","0","0","2","2010Q3","1000cp","2","478.7"
"r_17","0","1","2","2010Q3","1000cp","2","239.9"
"r_17","0","2","2","2010Q3","1000cp","2","238.8"
"r_17","0","0","2","2010Q4","1000cp","2","524.1"
"r_17","0","1","2","2010Q4","1000cp","2","260"
"r_17","0","2","2","2010Q4","1000cp","2","264.1"
"r_17","0","0","2","2011Q1","1000cp","2","506.4"
"r_17","0","1","2","2011Q1","1000cp","2","249.8"
"r_17","0","2","2","2011Q1","1000cp","2","256.6"
"r_17","0","0","2","2011Q2","1000cp","2","501.9"
"r_17","0","1","2","2011Q2","1000cp","2","246.3"
"r_17","0","2","2","2011Q2","1000cp","2","255.6"
"r_17","0","0","2","2011Q3","1000cp","2","469.7"
"r_17","0","1","2","2011Q3","1000cp","2","235.3"
"r_17","0","2","2","2011Q3","1000cp","2","234.4"
"r_17","0","0","2","2011Q4","1000cp","2","507.3"
"r_17","0","1","2","2011Q4","1000cp","2","248.5"
"r_17","0","2","2","2011Q4","1000cp","2","258.8"
"r_17","0","0","2","2012Q1","1000cp","2","501.5"
