RevisionColumn,periods,Units,GenderID,Residence,ValueColumn
"r_19","2020Q1","perc","0","0","4.6"
"r_19","2020Q1","perc","1","0","4.9"
"r_19","2020Q1","perc","2","0","4.2"
"r_19","2020Q1","perc","0","1","3.2"
"r_19","2020Q1","perc","1","1","3.5"
"r_19","2020Q1","perc","2","1","2.8"
"r_19","2020Q1","perc","0","2","9.4"
"r_19","2020Q1","perc","1","2","9.2"
"r_19","2020Q1","perc","2","2","9.7"
"r_20","2020Q2","perc","0","0","5.9"
"r_20","2020Q2","perc","1","0","6.2"
"r_20","2020Q2","perc","2","0","5.5"
"r_20","2020Q2","perc","0","1","5"
"r_20","2020Q2","perc","1","1","5.2"
"r_20","2020Q2","perc","2","1","4.8"
"r_20","2020Q2","perc","0","2","8.9"
"r_20","2020Q2","perc","1","2","9.2"
"r_20","2020Q2","perc","2","2","8.4"
"r_21","2020Q3","perc","0","0","4.8"
"r_21","2020Q3","perc","1","0","5.3"
"r_21","2020Q3","perc","2","0","4.2"
"r_21","2020Q3","perc","0","1","3.9"
"r_21","2020Q3","perc","1","1","4.4"
"r_21","2020Q3","perc","2","1","3.4"
"r_21","2020Q3","perc","0","2","7.6"
"r_21","2020Q3","perc","1","2","7.9"
"r_21","2020Q3","perc","2","2","7.1"
"r_22","2020Q4","perc","0","0","5.2"
"r_22","2020Q4","perc","1","0","5.4"
"r_22","2020Q4","perc","2","0","5.1"
"r_22","2020Q4","perc","0","1","4.1"
"r_22","2020Q4","perc","1","1","4.2"
"r_22","2020Q4","perc","2","1","4.1"
"r_22","2020Q4","perc","0","2","9"
"r_22","2020Q4","perc","1","2","8.8"
"r_22","2020Q4","perc","2","2","9.2"
"r_31","2023Q1","perc","0","0","4.4"
"r_31","2023Q1","perc","1","0","4.5"
"r_31","2023Q1","perc","2","0","4.3"
"r_31","2023Q1","perc","0","1","3.6"
"r_31","2023Q1","perc","1","1","3.8"
"r_31","2023Q1","perc","2","1","3.4"
"r_31","2023Q1","perc","0","2","7.1"
"r_31","2023Q1","perc","1","2","6.7"
"r_31","2023Q1","perc","2","2","7.7"
"r_32","2023Q2","perc","0","0","4.6"
"r_32","2023Q2","perc","1","0","4.6"
"r_32","2023Q2","perc","2","0","4.6"
"r_32","2023Q2","perc","0","1","3.8"
"r_32","2023Q2","perc","1","1","3.9"
"r_32","2023Q2","perc","2","1","3.7"
"r_32","2023Q2","perc","0","2","7.4"
"r_32","2023Q2","perc","1","2","7"
"r_32","2023Q2","perc","2","2","8"
"r_33","2023Q3","perc","0","0","4"
"r_33","2023Q3","perc","1","0","4.3"
"r_33","2023Q3","perc","2","0","3.8"
"r_33","2023Q3","perc","0","1","3.2"
"r_33","2023Q3","perc","1","1","3.6"
"r_33","2023Q3","perc","2","1","2.9"
"r_33","2023Q3","perc","0","2","6.8"
"r_33","2023Q3","perc","1","2","6.4"
"r_33","2023Q3","perc","2","2","7.4"
"r_34","2022Q1","perc","0","0","4.8"
"r_34","2022Q1","perc","1","0","4.8"
"r_34","2022Q1","perc","2","0","4.7"
"r_34","2022Q1","perc","0","1","3.7"
"r_34","2022Q1","perc","1","1","3.7"
"r_34","2022Q1","perc","2","1","3.6"
"r_34","2022Q1","perc","0","2","8.6"
"r_34","2022Q1","perc","1","2","8.1"
"r_34","2022Q1","perc","2","2","9.2"
"r_35","2022Q2","perc","0","0","4.5"
"r_35","2022Q2","perc","1","0","4.9"
"r_35","2022Q2","perc","2","0","4.2"
"r_35","2022Q2","perc","0","1","3.5"
"r_35","2022Q2","perc","1","1","3.9"
"r_35","2022Q2","perc","2","1","3"
"r_35","2022Q2","perc","0","2","8.3"
"r_35","2022Q2","perc","1","2","7.8"
"r_35","2022Q2","perc","2","2","9"
"r_36","2022Q3","perc","0","0","3.6"
"r_36","2022Q3","perc","1","0","3.8"
"r_36","2022Q3","perc","2","0","3.2"
"r_36","2022Q3","perc","0","1","3"
"r_36","2022Q3","perc","1","1","3.5"
"r_36","2022Q3","perc","2","1","2.5"
"r_36","2022Q3","perc","0","2","5.5"
"r_36","2022Q3","perc","1","2","5"
"r_36","2022Q3","perc","2","2","6.2"
"r_37","2022Q4","perc","0","0","3.7"
"r_37","2022Q4","perc","1","0","3.9"
"r_37","2022Q4","perc","2","0","3.6"
"r_37","2022Q4","perc","0","1","3.1"
"r_37","2022Q4","perc","1","1","3.4"
"r_37","2022Q4","perc","2","1","2.9"
"r_37","2022Q4","perc","0","2","5.8"
"r_37","2022Q4","perc","1","2","5.4"
"r_37","2022Q4","perc","2","2","6.3"
"r_38","2023Q4","perc","0","0","4.2"
"r_38","2023Q4","perc","1","0","4.2"
"r_38","2023Q4","perc","2","0","4.2"
"r_38","2023Q4","perc","0","1","3.3"
"r_38","2023Q4","perc","1","1","3.3"
"r_38","2023Q4","perc","2","1","3.3"
"r_38","2023Q4","perc","0","2","7.4"
"r_38","2023Q4","perc","1","2","7.1"
"r_38","2023Q4","perc","2","2","7.9"
"r_39","2024Q1","perc","0","0","5"
"r_39","2024Q1","perc","1","0","5"
"r_39","2024Q1","perc","2","0","5"
"r_39","2024Q1","perc","0","1","3.5"
"r_39","2024Q1","perc","1","1","3.6"
"r_39","2024Q1","perc","2","1","3.5"
"r_39","2024Q1","perc","0","2","9.9"
"r_39","2024Q1","perc","1","2","9.3"
"r_39","2024Q1","perc","2","2","10.8"
"r_40","2021Q1","perc","0","0","6.2"
"r_40","2021Q1","perc","1","0","6.5"
"r_40","2021Q1","perc","2","0","5.9"
"r_40","2021Q1","perc","0","1","5"
"r_40","2021Q1","perc","1","1","5.4"
"r_40","2021Q1","perc","2","1","4.5"
"r_40","2021Q1","perc","0","2","10.6"
"r_40","2021Q1","perc","1","2","9.8"
"r_40","2021Q1","perc","2","2","11.7"
"r_41","2021Q2","perc","0","0","5.5"
"r_41","2021Q2","perc","1","0","5.6"
"r_41","2021Q2","perc","2","0","5.5"
"r_41","2021Q2","perc","0","1","4.5"
"r_41","2021Q2","perc","1","1","4.4"
"r_41","2021Q2","perc","2","1","4.6"
"r_41","2021Q2","perc","0","2","9.2"
"r_41","2021Q2","perc","1","2","9"
"r_41","2021Q2","perc","2","2","9.5"
"r_42","2021Q3","perc","0","0","4.5"
"r_42","2021Q3","perc","1","0","4.7"
"r_42","2021Q3","perc","2","0","4.2"
"r_42","2021Q3","perc","0","1","3.7"
"r_42","2021Q3","perc","1","1","3.9"
"r_42","2021Q3","perc","2","1","3.6"
"r_42","2021Q3","perc","0","2","7"
"r_42","2021Q3","perc","1","2","7.2"
"r_42","2021Q3","perc","2","2","6.7"
"r_43","2021Q4","perc","0","0","4.4"
"r_43","2021Q4","perc","1","0","4.8"
"r_43","2021Q4","perc","2","0","4"
"r_43","2021Q4","perc","0","1","3.4"
"r_43","2021Q4","perc","1","1","3.8"
"r_43","2021Q4","perc","2","1","3"
"r_43","2021Q4","perc","0","2","7.8"
"r_43","2021Q4","perc","1","2","7.7"
"r_43","2021Q4","perc","2","2","8"
"r_44","2024Q2","perc","0","0","4.3"
"r_44","2024Q2","perc","1","0","4.4"
"r_44","2024Q2","perc","2","0","4.1"
"r_44","2024Q2","perc","0","1","3.2"
"r_44","2024Q2","perc","1","1","3.3"
"r_44","2024Q2","perc","2","1","3.1"
"r_44","2024Q2","perc","0","2","7.7"
"r_44","2024Q2","perc","1","2","7.7"
"r_44","2024Q2","perc","2","2","7.7"
"r_45","2024Q3","perc","0","0","3.6"
"r_45","2024Q3","perc","1","0","3.8"
"r_45","2024Q3","perc","2","0","3.4"
"r_45","2024Q3","perc","0","1","3"
"r_45","2024Q3","perc","1","1","3.1"
"r_45","2024Q3","perc","2","1","3"
"r_45","2024Q3","perc","0","2","5.5"
"r_45","2024Q3","perc","1","2","6"
"r_45","2024Q3","perc","2","2","4.9"
"r_46","2024Q4","perc","0","0","3.8"
"r_46","2024Q4","perc","1","0","4.4"
"r_46","2024Q4","perc","2","0","3.2"
"r_46","2024Q4","perc","0","1","2.9"
"r_46","2024Q4","perc","1","1","3.4"
"r_46","2024Q4","perc","2","1","2.4"
"r_46","2024Q4","perc","0","2","7"
"r_46","2024Q4","perc","1","2","7.4"
"r_46","2024Q4","perc","2","2","6.3"
"r_47","2025Q1","perc","0","0","3.9"
"r_47","2025Q1","perc","1","0","4"
"r_47","2025Q1","perc","2","0","3.9"
"r_47","2025Q1","perc","0","1","2.8"
"r_47","2025Q1","perc","1","1","2.9"
"r_47","2025Q1","perc","2","1","2.7"
"r_47","2025Q1","perc","0","2","7.8"
"r_47","2025Q1","perc","1","2","7.3"
"r_47","2025Q1","perc","2","2","8.5"
"r_48","2025Q2","perc","0","0","3.6"
"r_48","2025Q2","perc","1","0","3.8"
"r_48","2025Q2","perc","2","0","3.5"
"r_48","2025Q2","perc","0","1","2.9"
"r_48","2025Q2","perc","1","1","3"
"r_48","2025Q2","perc","2","1","2.7"
"r_48","2025Q2","perc","0","2","6.2"
"r_48","2025Q2","perc","1","2","6"
"r_48","2025Q2","perc","2","2","6.5"
"r_49","2025Q3","perc","0","0","3.4"
"r_49","2025Q3","perc","1","0","3.7"
"r_49","2025Q3","perc","2","0","3.1"
"r_49","2025Q3","perc","0","1","2.9"
"r_49","2025Q3","perc","1","1","3.1"
"r_49","2025Q3","perc","2","1","2.7"
"r_49","2025Q3","perc","0","2","5.2"
"r_49","2025Q3","perc","1","2","5.4"
"r_49","2025Q3","perc","2","2","4.9"
